# Engage CRC32 hash -> bone path map
# Format: <hash_hex_8>	<bone_path>
# Generated from uRig prefabs (extracted from Engage) + 1 stray bone
6CE9DA84	c_trans
B55AA4AE	c_trans_ride/c_hip_ride_jnt/c_spine1_ride_jnt/c_spine2_ride_jnt/c_spine3_ride_jnt/l_cla_ride_jnt/l_arm1_ride_jnt/l_arm2_ride_jnt
8DEB9D80	c_trans_ride/c_hip_ride_jnt/c_spine1_ride_jnt/c_spine2_ride_jnt/c_spine3_ride_jnt/l_cla_ride_jnt/l_arm1_ride_jnt/l_arm2_ride_jnt/l_arm3_ride_jnt
2C321D0D	c_trans_ride/c_hip_ride_jnt/c_spine1_ride_jnt/c_spine2_ride_jnt/c_spine3_ride_jnt/l_cla_ride_jnt/l_arm1_ride_jnt/l_arm2_ride_jnt/l_arm3_ride_jnt/l_arm3_ride_jnt 1
0A8FC9F3	c_trans_ride/c_hip_ride_jnt/c_spine1_ride_jnt/c_spine2_ride_jnt/c_spine3_ride_jnt/l_cla_ride_jnt/l_arm1_ride_jnt/l_arm2_ride_jnt/l_arm3_ride_jnt/l_arm4_ride_jnt
81162058	c_trans_ride/c_hip_ride_jnt/c_spine1_ride_jnt/c_spine2_ride_jnt/c_spine3_ride_jnt/l_cla_ride_jnt/l_arm1_ride_jnt/l_arm2_ride_jnt/l_arm3_ride_jnt/l_arm4_ride_jnt/l_limbF_loc
EABE2BD5	c_trans_ride/c_hip_ride_jnt/c_spine1_ride_jnt/c_spine2_ride_jnt/c_spine3_ride_jnt/l_cla_ride_jnt/l_arm1_ride_jnt/l_arm2_ride_jnt/l_arm3_ride_jnt/l_arm4_ride_jnt/l_limbF_loc/OcclusionVolume
167E6309	c_trans_ride/c_hip_ride_jnt/c_spine1_ride_jnt/c_spine2_ride_jnt/c_spine3_ride_jnt/l_cla_ride_jnt/l_arm1_ride_jnt/l_arm2_ride_jnt/l_arm3_ride_jnt/l_arm4_ride_jnt/l_limbF_loc/OcclusionVolume/DecalOcclusion
129F34D0	c_trans_ride/c_hip_ride_jnt/c_spine1_ride_jnt/c_spine2_ride_jnt/c_spine3_ride_jnt/l_wing1_ride_jnt
5ECE4247	c_trans_ride/c_hip_ride_jnt/c_spine1_ride_jnt/c_spine2_ride_jnt/c_spine3_ride_jnt/l_wing1_ride_jnt/l_wing2_ride_jnt
EC9A845C	c_trans_ride/c_hip_ride_jnt/c_spine1_ride_jnt/c_spine2_ride_jnt/c_spine3_ride_jnt/l_wing1_ride_jnt/l_wing2_ride_jnt/l_wing3_ride_jnt
40A18E02	c_trans_ride/c_hip_ride_jnt/c_spine1_ride_jnt/c_spine2_ride_jnt/c_spine3_ride_jnt/l_wing1_ride_jnt/l_wing2_ride_jnt/l_wing3_ride_jnt/l_wing4_ride_jnt
B48BC8E6	c_trans_ride/c_hip_ride_jnt/c_spine1_ride_jnt/c_spine2_ride_jnt/c_spine3_ride_jnt/l_wing1_ride_jnt/l_wing2r_ride_jnt
180CEF16	c_trans_ride/c_hip_ride_jnt/c_spine1_ride_jnt/c_spine2_ride_jnt/c_spine3_ride_jnt/l_wing1_ride_jnt/l_wing_loc
61A3A0FE	c_trans_ride/c_hip_ride_jnt/c_spine1_ride_jnt/c_spine2_ride_jnt/c_spine3_ride_jnt/r_cla_ride_jnt
CC39BC97	c_trans_ride/c_hip_ride_jnt/c_spine1_ride_jnt/c_spine2_ride_jnt/c_spine3_ride_jnt/r_cla_ride_jnt/r_arm1_ride_jnt
A16DB5EF	c_trans_ride/c_hip_ride_jnt/c_spine1_ride_jnt/c_spine2_ride_jnt/c_spine3_ride_jnt/r_cla_ride_jnt/r_arm1_ride_jnt/r_arm2_ride_jnt
E3D01B4E	c_trans_ride/c_hip_ride_jnt/c_spine1_ride_jnt/c_spine2_ride_jnt/c_spine3_ride_jnt/r_cla_ride_jnt/r_arm1_ride_jnt/r_arm2_ride_jnt/r_arm3_ride_jnt
6EBAB7A6	c_trans_ride/c_hip_ride_jnt/c_spine1_ride_jnt/c_spine2_ride_jnt/c_spine3_ride_jnt/r_cla_ride_jnt/r_arm1_ride_jnt/r_arm2_ride_jnt/r_arm3_ride_jnt/r_arm3_ride_jnt 1
8D192E92	c_trans_ride/c_hip_ride_jnt/c_spine1_ride_jnt/c_spine2_ride_jnt/c_spine3_ride_jnt/r_cla_ride_jnt/r_arm1_ride_jnt/r_arm2_ride_jnt/r_arm3_ride_jnt/r_arm4_ride_jnt
0EEECCFE	c_trans_ride/c_hip_ride_jnt/c_spine1_ride_jnt/c_spine2_ride_jnt/c_spine3_ride_jnt/r_cla_ride_jnt/r_arm1_ride_jnt/r_arm2_ride_jnt/r_arm3_ride_jnt/r_arm4_ride_jnt/r_limbF_loc
66FE7AB7	c_trans_ride/c_hip_ride_jnt/c_spine1_ride_jnt/c_spine2_ride_jnt/c_spine3_ride_jnt/r_cla_ride_jnt/r_arm1_ride_jnt/r_arm2_ride_jnt/r_arm3_ride_jnt/r_arm4_ride_jnt/r_limbF_loc/OcclusionVolume
9E820E5A	c_trans_ride/c_hip_ride_jnt/c_spine1_ride_jnt/c_spine2_ride_jnt/c_spine3_ride_jnt/r_cla_ride_jnt/r_arm1_ride_jnt/r_arm2_ride_jnt/r_arm3_ride_jnt/r_arm4_ride_jnt/r_limbF_loc/OcclusionVolume/DecalOcclusion
9D234F33	c_trans_ride/c_hip_ride_jnt/c_spine1_ride_jnt/c_spine2_ride_jnt/c_spine3_ride_jnt/r_cra_ride_jnt
EC969C8F	c_trans_ride/c_hip_ride_jnt/c_spine1_ride_jnt/c_spine2_ride_jnt/c_spine3_ride_jnt/r_cra_ride_jnt/r_arm1_ride_jnt
17614299	c_trans_ride/c_hip_ride_jnt/c_spine1_ride_jnt/c_spine2_ride_jnt/c_spine3_ride_jnt/r_cra_ride_jnt/r_arm1_ride_jnt/r_arm2_ride_jnt
91FE6276	c_trans_ride/c_hip_ride_jnt/c_spine1_ride_jnt/c_spine2_ride_jnt/c_spine3_ride_jnt/r_cra_ride_jnt/r_arm1_ride_jnt/r_arm2_ride_jnt/r_arm3_ride_jnt
A36BDD6A	c_trans_ride/c_hip_ride_jnt/c_spine1_ride_jnt/c_spine2_ride_jnt/c_spine3_ride_jnt/r_cra_ride_jnt/r_arm1_ride_jnt/r_arm2_ride_jnt/r_arm3_ride_jnt/r_arm4_ride_jnt
D43AFCE5	c_trans_ride/c_hip_ride_jnt/c_spine1_ride_jnt/c_spine2_ride_jnt/c_spine3_ride_jnt/r_wing1_ride_jnt
9B6A6A33	c_trans_ride/c_hip_ride_jnt/c_spine1_ride_jnt/c_spine2_ride_jnt/c_spine3_ride_jnt/r_wing1_ride_jnt/r_wing2_ride_jnt
53F89CDF	c_trans_ride/c_hip_ride_jnt/c_spine1_ride_jnt/c_spine2_ride_jnt/c_spine3_ride_jnt/r_wing1_ride_jnt/r_wing2_ride_jnt/r_wing3_ride_jnt
6EAF9C58	c_trans_ride/c_hip_ride_jnt/c_spine1_ride_jnt/c_spine2_ride_jnt/c_spine3_ride_jnt/r_wing1_ride_jnt/r_wing2_ride_jnt/r_wing3_ride_jnt/r_wing4_ride_jnt
E326D9EB	c_trans_ride/c_hip_ride_jnt/c_spine1_ride_jnt/c_spine2_ride_jnt/c_spine3_ride_jnt/r_wing1_ride_jnt/r_wing2r_ride_jnt
01C47E55	c_trans_ride/c_hip_ride_jnt/c_spine1_ride_jnt/c_spine2_ride_jnt/c_spine3_ride_jnt/r_wing1_ride_jnt/r_wing_loc
333670E2	c_trans_ride/c_hip_ride_jnt/c_spine1_ride_jnt/c_spine2_ride_jnt/l_cla_ride_jnt
EC87FDAB	c_trans_ride/c_hip_ride_jnt/c_spine1_ride_jnt/c_spine2_ride_jnt/l_cla_ride_jnt/l_arm1_ride_jnt
7D06B148	c_trans_ride/c_hip_ride_jnt/c_spine1_ride_jnt/c_spine2_ride_jnt/l_cla_ride_jnt/l_arm1_ride_jnt/l_arm2_ride_jnt
863988B2	c_trans_ride/c_hip_ride_jnt/c_spine1_ride_jnt/c_spine2_ride_jnt/l_cla_ride_jnt/l_arm1_ride_jnt/l_arm2_ride_jnt/l_arm3_ride_jnt
A90DD7C6	c_trans_ride/c_hip_ride_jnt/c_spine1_ride_jnt/c_spine2_ride_jnt/l_cla_ride_jnt/l_arm1_ride_jnt/l_arm2_ride_jnt/l_arm3_ride_jnt/l_arm4_ride_jnt
EBFCB3E2	c_trans_ride/c_hip_ride_jnt/c_spine1_ride_jnt/c_spine2_ride_jnt/l_cla_ride_jnt/l_arm1_ride_jnt/l_arm2_ride_jnt/l_arm3_ride_jnt/l_indFin1_ride_jnt
F3DCC5CB	c_trans_ride/c_hip_ride_jnt/c_spine1_ride_jnt/c_spine2_ride_jnt/l_cla_ride_jnt/l_arm1_ride_jnt/l_arm2_ride_jnt/l_arm3_ride_jnt/l_indFin1_ride_jnt/l_indFin2_ride_jnt
985AFEDA	c_trans_ride/c_hip_ride_jnt/c_spine1_ride_jnt/c_spine2_ride_jnt/l_cla_ride_jnt/l_arm1_ride_jnt/l_arm2_ride_jnt/l_arm3_ride_jnt/l_indFin1_ride_jnt/l_indFin2_ride_jnt/l_indFin3_ride_jnt
6C165D82	c_trans_ride/c_hip_ride_jnt/c_spine1_ride_jnt/c_spine2_ride_jnt/l_cla_ride_jnt/l_arm1_ride_jnt/l_arm2_ride_jnt/l_arm3_ride_jnt/l_litFin1_ride_jnt
1576DBF1	c_trans_ride/c_hip_ride_jnt/c_spine1_ride_jnt/c_spine2_ride_jnt/l_cla_ride_jnt/l_arm1_ride_jnt/l_arm2_ride_jnt/l_arm3_ride_jnt/l_litFin1_ride_jnt/l_litFin2_ride_jnt
A4CCF07F	c_trans_ride/c_hip_ride_jnt/c_spine1_ride_jnt/c_spine2_ride_jnt/l_cla_ride_jnt/l_arm1_ride_jnt/l_arm2_ride_jnt/l_arm3_ride_jnt/l_midFin1_ride_jnt
CBF96276	c_trans_ride/c_hip_ride_jnt/c_spine1_ride_jnt/c_spine2_ride_jnt/l_cla_ride_jnt/l_arm1_ride_jnt/l_arm2_ride_jnt/l_arm3_ride_jnt/l_midFin1_ride_jnt/l_midFin2_ride_jnt
1E367340	c_trans_ride/c_hip_ride_jnt/c_spine1_ride_jnt/c_spine2_ride_jnt/l_cla_ride_jnt/l_arm1_ride_jnt/l_arm2_ride_jnt/l_arm3_ride_jnt/l_rinFin1_ride_jnt
F6F5C983	c_trans_ride/c_hip_ride_jnt/c_spine1_ride_jnt/c_spine2_ride_jnt/l_cla_ride_jnt/l_arm1_ride_jnt/l_arm2_ride_jnt/l_arm3_ride_jnt/l_rinFin1_ride_jnt/l_rinFin2_ride_jnt
DDD6C6CD	c_trans_ride/c_hip_ride_jnt/c_spine1_ride_jnt/c_spine2_ride_jnt/l_cla_ride_jnt/l_arm1_ride_jnt/l_arm2_ride_jnt/l_arm3_ride_jnt/l_thuFin1_ride_jnt
33796435	c_trans_ride/c_hip_ride_jnt/c_spine1_ride_jnt/c_spine2_ride_jnt/l_cla_ride_jnt/l_arm1_ride_jnt/l_arm2_ride_jnt/l_arm3_ride_jnt/l_thuFin1_ride_jnt/l_thuFin2_ride_jnt
BC5CF9DB	c_trans_ride/c_hip_ride_jnt/c_spine1_ride_jnt/c_spine2_ride_jnt/l_cla_ride_jnt/l_arm1_ride_jnt/l_wing_loc
4223389D	c_trans_ride/c_hip_ride_jnt/c_spine1_ride_jnt/c_spine2_ride_jnt/l_cla_ride_jnt/l_wing1_ride_jnt
B49E21F9	c_trans_ride/c_hip_ride_jnt/c_spine1_ride_jnt/c_spine2_ride_jnt/l_wing1_ride_jnt
828B108C	c_trans_ride/c_hip_ride_jnt/c_spine1_ride_jnt/c_spine2_ride_jnt/l_wing1_ride_jnt/l_wing2_ride_jnt
86D2A3F9	c_trans_ride/c_hip_ride_jnt/c_spine1_ride_jnt/c_spine2_ride_jnt/l_wing1_ride_jnt/l_wing2_ride_jnt/l_wing3_ride_jnt
917EFADC	c_trans_ride/c_hip_ride_jnt/c_spine1_ride_jnt/c_spine2_ride_jnt/l_wing1_ride_jnt/l_wing2_ride_jnt/l_wing3_ride_jnt/l_wing4_ride_jnt
315B7843	c_trans_ride/c_hip_ride_jnt/c_spine1_ride_jnt/c_spine2_ride_jnt/l_wing1_ride_jnt/l_wing2_ride_jnt/l_wing3_ride_jnt/l_wing4_ride_jnt/l_wing5_ride_jnt
5F03EEA0	c_trans_ride/c_hip_ride_jnt/c_spine1_ride_jnt/c_spine2_ride_jnt/l_wing1_ride_jnt/l_wing_loc
9E1F190E	c_trans_ride/c_hip_ride_jnt/c_spine1_ride_jnt/c_spine2_ride_jnt/r_cla_ride_jnt
844E12A2	c_trans_ride/c_hip_ride_jnt/c_spine1_ride_jnt/c_spine2_ride_jnt/r_cla_ride_jnt/r_arm1_ride_jnt
6931A009	c_trans_ride/c_hip_ride_jnt/c_spine1_ride_jnt/c_spine2_ride_jnt/r_cla_ride_jnt/r_arm1_ride_jnt/r_arm2_ride_jnt
E8020E7C	c_trans_ride/c_hip_ride_jnt/c_spine1_ride_jnt/c_spine2_ride_jnt/r_cla_ride_jnt/r_arm1_ride_jnt/r_arm2_ride_jnt/r_arm3_ride_jnt
2E9B30A7	c_trans_ride/c_hip_ride_jnt/c_spine1_ride_jnt/c_spine2_ride_jnt/r_cla_ride_jnt/r_arm1_ride_jnt/r_arm2_ride_jnt/r_arm3_ride_jnt/r_arm4_ride_jnt
AABA4128	c_trans_ride/c_hip_ride_jnt/c_spine1_ride_jnt/c_spine2_ride_jnt/r_cla_ride_jnt/r_arm1_ride_jnt/r_arm2_ride_jnt/r_arm3_ride_jnt/r_indFin1_ride_jnt
76ED088B	c_trans_ride/c_hip_ride_jnt/c_spine1_ride_jnt/c_spine2_ride_jnt/r_cla_ride_jnt/r_arm1_ride_jnt/r_arm2_ride_jnt/r_arm3_ride_jnt/r_indFin1_ride_jnt/r_indFin2_ride_jnt
9D61554F	c_trans_ride/c_hip_ride_jnt/c_spine1_ride_jnt/c_spine2_ride_jnt/r_cla_ride_jnt/r_arm1_ride_jnt/r_arm2_ride_jnt/r_arm3_ride_jnt/r_indFin1_ride_jnt/r_indFin2_ride_jnt/r_indFin3_ride_jnt
2D50AF48	c_trans_ride/c_hip_ride_jnt/c_spine1_ride_jnt/c_spine2_ride_jnt/r_cla_ride_jnt/r_arm1_ride_jnt/r_arm2_ride_jnt/r_arm3_ride_jnt/r_litFin1_ride_jnt
904716B1	c_trans_ride/c_hip_ride_jnt/c_spine1_ride_jnt/c_spine2_ride_jnt/r_cla_ride_jnt/r_arm1_ride_jnt/r_arm2_ride_jnt/r_arm3_ride_jnt/r_litFin1_ride_jnt/r_litFin2_ride_jnt
E58A02B5	c_trans_ride/c_hip_ride_jnt/c_spine1_ride_jnt/c_spine2_ride_jnt/r_cla_ride_jnt/r_arm1_ride_jnt/r_arm2_ride_jnt/r_arm3_ride_jnt/r_midFin1_ride_jnt
4EC8AF36	c_trans_ride/c_hip_ride_jnt/c_spine1_ride_jnt/c_spine2_ride_jnt/r_cla_ride_jnt/r_arm1_ride_jnt/r_arm2_ride_jnt/r_arm3_ride_jnt/r_midFin1_ride_jnt/r_midFin2_ride_jnt
5F70818A	c_trans_ride/c_hip_ride_jnt/c_spine1_ride_jnt/c_spine2_ride_jnt/r_cla_ride_jnt/r_arm1_ride_jnt/r_arm2_ride_jnt/r_arm3_ride_jnt/r_rinFin1_ride_jnt
73C404C3	c_trans_ride/c_hip_ride_jnt/c_spine1_ride_jnt/c_spine2_ride_jnt/r_cla_ride_jnt/r_arm1_ride_jnt/r_arm2_ride_jnt/r_arm3_ride_jnt/r_rinFin1_ride_jnt/r_rinFin2_ride_jnt
9C903407	c_trans_ride/c_hip_ride_jnt/c_spine1_ride_jnt/c_spine2_ride_jnt/r_cla_ride_jnt/r_arm1_ride_jnt/r_arm2_ride_jnt/r_arm3_ride_jnt/r_thuFin1_ride_jnt
B648A975	c_trans_ride/c_hip_ride_jnt/c_spine1_ride_jnt/c_spine2_ride_jnt/r_cla_ride_jnt/r_arm1_ride_jnt/r_arm2_ride_jnt/r_arm3_ride_jnt/r_thuFin1_ride_jnt/r_thuFin2_ride_jnt
2FF52EE4	c_trans_ride/c_hip_ride_jnt/c_spine1_ride_jnt/c_spine2_ride_jnt/r_cla_ride_jnt/r_arm1_ride_jnt/r_wing_loc
3B9749D6	c_trans_ride/c_hip_ride_jnt/c_spine1_ride_jnt/c_spine2_ride_jnt/r_cla_ride_jnt/r_wing1_ride_jnt
629FF6C3	c_trans_ride/c_hip_ride_jnt/c_spine1_ride_jnt/c_spine2_ride_jnt/r_cra_ride_jnt
A4E132BA	c_trans_ride/c_hip_ride_jnt/c_spine1_ride_jnt/c_spine2_ride_jnt/r_cra_ride_jnt/r_arm1_ride_jnt
DF3D577F	c_trans_ride/c_hip_ride_jnt/c_spine1_ride_jnt/c_spine2_ride_jnt/r_cra_ride_jnt/r_arm1_ride_jnt/r_arm2_ride_jnt
9A2C7744	c_trans_ride/c_hip_ride_jnt/c_spine1_ride_jnt/c_spine2_ride_jnt/r_cra_ride_jnt/r_arm1_ride_jnt/r_arm2_ride_jnt/r_arm3_ride_jnt
00E9C35F	c_trans_ride/c_hip_ride_jnt/c_spine1_ride_jnt/c_spine2_ride_jnt/r_cra_ride_jnt/r_arm1_ride_jnt/r_arm2_ride_jnt/r_arm3_ride_jnt/r_arm4_ride_jnt
723BE9CC	c_trans_ride/c_hip_ride_jnt/c_spine1_ride_jnt/c_spine2_ride_jnt/r_wing1_ride_jnt
472F38F8	c_trans_ride/c_hip_ride_jnt/c_spine1_ride_jnt/c_spine2_ride_jnt/r_wing1_ride_jnt/r_wing2_ride_jnt
39B0BB7A	c_trans_ride/c_hip_ride_jnt/c_spine1_ride_jnt/c_spine2_ride_jnt/r_wing1_ride_jnt/r_wing2_ride_jnt/r_wing3_ride_jnt
BF70E886	c_trans_ride/c_hip_ride_jnt/c_spine1_ride_jnt/c_spine2_ride_jnt/r_wing1_ride_jnt/r_wing2_ride_jnt/r_wing3_ride_jnt/r_wing4_ride_jnt
05CEBD76	c_trans_ride/c_hip_ride_jnt/c_spine1_ride_jnt/c_spine2_ride_jnt/r_wing1_ride_jnt/r_wing2_ride_jnt/r_wing3_ride_jnt/r_wing4_ride_jnt/r_wing5_ride_jnt
46CB7FE3	c_trans_ride/c_hip_ride_jnt/c_spine1_ride_jnt/c_spine2_ride_jnt/r_wing1_ride_jnt/r_wing_loc
4796F374	c_trans_ride/c_hip_ride_jnt/c_spine1_ride_jnt/l_hand_ride_loc
EE87744E	c_trans_ride/c_hip_ride_jnt/c_spine1_ride_jnt/r_hand_ride_loc
99973BF8	c_trans_ride/c_hip_ride_jnt/c_tail1_ride_jnt
E464BFD6	c_trans_ride/c_hip_ride_jnt/c_tail1_ride_jnt/c_tail2_ride_jnt
E8DE3C87	c_trans_ride/c_hip_ride_jnt/c_tail1_ride_jnt/c_tail2_ride_jnt/c_tail3_ride_jnt
7D5CF463	c_trans_ride/c_hip_ride_jnt/c_tail1_ride_jnt/c_tail2_ride_jnt/c_tail3_ride_jnt/c_tail4_ride_jnt
AE0C5CFC	c_trans_ride/c_hip_ride_jnt/c_tail1_ride_jnt/c_tail2_ride_jnt/c_tail3_ride_jnt/c_tail4_ride_jnt/c_tail5_ride_jnt
A7CDEE7A	c_trans_ride/c_hip_ride_jnt/c_tail_ride_jnt
2E8C4E50	c_trans_ride/c_hip_ride_jnt/l_hip_ride_jnt
33AC429B	c_trans_ride/c_hip_ride_jnt/l_hip_ride_jnt/l_leg1_ride_jnt
8B79DEB3	c_trans_ride/c_hip_ride_jnt/l_hip_ride_jnt/l_leg1_ride_jnt/l_leg2_ride_jnt
924CC6E8	c_trans_ride/c_hip_ride_jnt/l_hip_ride_jnt/l_leg1_ride_jnt/l_leg2_ride_jnt/l_leg3_ride_jnt
751EEB6B	c_trans_ride/c_hip_ride_jnt/l_hip_ride_jnt/l_leg1_ride_jnt/l_leg2_ride_jnt/l_leg3_ride_jnt/l_leg4_ride_jnt
C35ED6B8	c_trans_ride/c_hip_ride_jnt/l_hip_ride_jnt/l_leg1_ride_jnt/l_leg2_ride_jnt/l_leg3_ride_jnt/l_leg4_ride_jnt/l_fin1_ride_jnt
28696DBB	c_trans_ride/c_hip_ride_jnt/l_hip_ride_jnt/l_leg1_ride_jnt/l_leg2_ride_jnt/l_leg3_ride_jnt/l_leg4_ride_jnt/l_fin2_ride_jnt
119DCE68	c_trans_ride/c_hip_ride_jnt/l_hip_ride_jnt/l_leg1_ride_jnt/l_leg2_ride_jnt/l_leg3_ride_jnt/l_leg4_ride_jnt/l_fin2_ride_jnt/l_limR_loc
C7AB0685	c_trans_ride/c_hip_ride_jnt/l_hip_ride_jnt/l_leg1_ride_jnt/l_leg2_ride_jnt/l_leg3_ride_jnt/l_leg4_ride_jnt/l_fin3_ride_jnt
A1263C3D	c_trans_ride/c_hip_ride_jnt/l_hip_ride_jnt/l_leg1_ride_jnt/l_leg2_ride_jnt/l_leg3_ride_jnt/l_leg4_ride_jnt/l_limbR_loc
B09942AE	c_trans_ride/c_hip_ride_jnt/l_hip_ride_jnt/l_leg1_ride_jnt/l_leg2_ride_jnt/l_leg3_ride_jnt/l_leg4_ride_jnt/l_limbR_loc/OcclusionVolume
F41C90F2	c_trans_ride/c_hip_ride_jnt/l_hip_ride_jnt/l_leg1_ride_jnt/l_leg2_ride_jnt/l_leg3_ride_jnt/l_leg4_ride_jnt/l_limbR_loc/OcclusionVolume/DecalOcclusion
C64A5CC7	c_trans_ride/c_hip_ride_jnt/l_hip_ride_jnt/l_mngfurC1_ride_jnt
F22EE6A3	c_trans_ride/c_hip_ride_jnt/l_hip_ride_jnt/l_mngfurC1_ride_jnt/l_sprfurC2_ride_jnt
4B04C827	c_trans_ride/c_hip_ride_jnt/l_hip_ride_jnt/l_mngfurC1_ride_jnt/l_sprfurC2_ride_jnt/l_furC3_ride_jnt
00DB45D1	c_trans_ride/c_hip_ride_jnt/l_leg1_ride_jnt
FFA4051B	c_trans_ride/c_hip_ride_jnt/l_leg1_ride_jnt/l_leg2_ride_jnt
DDB83F6F	c_trans_ride/c_hip_ride_jnt/l_leg1_ride_jnt/l_leg2_ride_jnt/l_leg3_ride_jnt
1ED2928B	c_trans_ride/c_hip_ride_jnt/l_shld_loc
1850D213	c_trans_ride/c_hip_ride_jnt/l_swdbox_loc
8A9B1455	c_trans_ride/c_hip_ride_jnt/l_swdbox_loc/l_swdgrip_loc
7392AF68	c_trans_ride/c_hip_ride_jnt/l_wpn1_loc
F1CDEDCA	c_trans_ride/c_hip_ride_jnt/lookAt_loc
83A527BC	c_trans_ride/c_hip_ride_jnt/r_hip_ride_jnt
5B65AD92	c_trans_ride/c_hip_ride_jnt/r_hip_ride_jnt/r_leg1_ride_jnt
9F4ECFF2	c_trans_ride/c_hip_ride_jnt/r_hip_ride_jnt/r_leg1_ride_jnt/r_leg2_ride_jnt
FC774026	c_trans_ride/c_hip_ride_jnt/r_hip_ride_jnt/r_leg1_ride_jnt/r_leg2_ride_jnt/r_leg3_ride_jnt
F2880C0A	c_trans_ride/c_hip_ride_jnt/r_hip_ride_jnt/r_leg1_ride_jnt/r_leg2_ride_jnt/r_leg3_ride_jnt/r_leg4_ride_jnt
AAC44CA1	c_trans_ride/c_hip_ride_jnt/r_hip_ride_jnt/r_leg1_ride_jnt/r_leg2_ride_jnt/r_leg3_ride_jnt/r_leg4_ride_jnt/r_fin1_ride_jnt
41F3F7A2	c_trans_ride/c_hip_ride_jnt/r_hip_ride_jnt/r_leg1_ride_jnt/r_leg2_ride_jnt/r_leg3_ride_jnt/r_leg4_ride_jnt/r_fin2_ride_jnt
BBD7EE6D	c_trans_ride/c_hip_ride_jnt/r_hip_ride_jnt/r_leg1_ride_jnt/r_leg2_ride_jnt/r_leg3_ride_jnt/r_leg4_ride_jnt/r_fin2_ride_jnt/r_limR_loc
AE319C9C	c_trans_ride/c_hip_ride_jnt/r_hip_ride_jnt/r_leg1_ride_jnt/r_leg2_ride_jnt/r_leg3_ride_jnt/r_leg4_ride_jnt/r_fin3_ride_jnt
2EDED09B	c_trans_ride/c_hip_ride_jnt/r_hip_ride_jnt/r_leg1_ride_jnt/r_leg2_ride_jnt/r_leg3_ride_jnt/r_leg4_ride_jnt/r_limbR_loc
3CD913CC	c_trans_ride/c_hip_ride_jnt/r_hip_ride_jnt/r_leg1_ride_jnt/r_leg2_ride_jnt/r_leg3_ride_jnt/r_leg4_ride_jnt/r_limbR_loc/OcclusionVolume
7CE0FDA1	c_trans_ride/c_hip_ride_jnt/r_hip_ride_jnt/r_leg1_ride_jnt/r_leg2_ride_jnt/r_leg3_ride_jnt/r_leg4_ride_jnt/r_limbR_loc/OcclusionVolume/DecalOcclusion
6996143E	c_trans_ride/c_hip_ride_jnt/r_hip_ride_jnt/r_mngfurD1_ride_jnt
301DA0C5	c_trans_ride/c_hip_ride_jnt/r_hip_ride_jnt/r_mngfurD1_ride_jnt/r_sprfurD2_ride_jnt
F3DA7D9F	c_trans_ride/c_hip_ride_jnt/r_hip_ride_jnt/r_mngfurD1_ride_jnt/r_sprfurD2_ride_jnt/r_furD3_ride_jnt
158407F8	c_trans_ride/c_hip_ride_jnt/r_hip_ride_jnt/r_reg1_ride_jnt
68DAFDA6	c_trans_ride/c_hip_ride_jnt/r_hip_ride_jnt/r_reg1_ride_jnt/r_reg2_ride_jnt
515F7DB1	c_trans_ride/c_hip_ride_jnt/r_hip_ride_jnt/r_reg1_ride_jnt/r_reg2_ride_jnt/r_reg3_ride_jnt
61E636D0	c_trans_ride/c_hip_ride_jnt/r_hip_ride_jnt/r_reg1_ride_jnt/r_reg2_ride_jnt/r_reg3_ride_jnt/r_reg4_ride_jnt
A9CAC2EB	c_trans_ride/c_hip_ride_jnt/r_leg1_ride_jnt
E9A43B5F	c_trans_ride/c_hip_ride_jnt/r_leg1_ride_jnt/r_leg2_ride_jnt
BBD0C28B	c_trans_ride/c_hip_ride_jnt/r_leg1_ride_jnt/r_leg2_ride_jnt/r_leg3_ride_jnt
E72B6881	c_trans_ride/c_hip_ride_jnt/r_reg1_ride_jnt
1E30090B	c_trans_ride/c_hip_ride_jnt/r_reg1_ride_jnt/r_reg2_ride_jnt
16F8FF1C	c_trans_ride/c_hip_ride_jnt/r_reg1_ride_jnt/r_reg2_ride_jnt/r_reg3_ride_jnt
4AF51E33	c_trans_ride/c_hip_ride_jnt/r_wpn1_loc
6581C238	c_trans_ride/camFollow_loc
438D750A	c_trans_ride/camLookAt_loc
D389A6E3	c_trans_ride/lookAt_ride_loc
86011BCD	c_trans_ride/proportion_loc
7E0257D9	c_trans_ride/reserve1_loc
39A22D09	c_trans_ride/reserve2_loc
04C204B9	c_trans_ride/reserve3_loc
B6E2D8A9	c_trans_ride/reserve4_loc
49F2507B	jntGP
6BA74C32	jntGP/c_trans
DDE5266D	jntGP/c_trans/c_hip_jnt
6AB902F9	jntGP/c_trans/c_hip_jnt/c_hip2_jnt
9CD0AE44	jntGP/c_trans/c_hip_jnt/c_hip2_jnt/c_tail1_jnt
024831BB	jntGP/c_trans/c_hip_jnt/c_hip2_jnt/c_tail1_jnt/c_tail2_jnt
93F53D4D	jntGP/c_trans/c_hip_jnt/c_hip2_jnt/c_tail1_jnt/c_tail2_jnt/c_tail3_jnt
26996E9A	jntGP/c_trans/c_hip_jnt/c_hip2_jnt/c_tail1_jnt/c_tail2_jnt/c_tail3_jnt/c_tail4_jnt
1BA94140	jntGP/c_trans/c_hip_jnt/c_hip2_jnt/c_tail1_jnt/c_tail2_jnt/c_tail3_jnt/c_tail4_jnt/c_tail5_jnt
