# Engage CRC32 hash -> bone path map
# Format: <hash_hex_8>	<bone_path>
# Generated from uRig prefabs (extracted from Engage) + 1 stray bone
6CE9DA84	c_trans
77BBB499	c_trans/c_hip_jnt/c_spine1_jnt/c_spine2_jnt/c_spine3_jnt/c_spine4_jnt/c_spine5_jnt/r_wshold_jnt/r_warm1_jnt/r_warm2_jnt/r_warm3_jnt/r_whand_jnt/r_wfingerA1_jnt/r_wfingerB1_jnt/r_wfingerC1_jnt/r_wfingerD1_jnt/r_wfingerE1_jnt/r_wfingerE2_jnt
994117E3	c_trans/c_hip_jnt/c_spine1_jnt/c_spine2_jnt/c_spine3_jnt/c_spine4_jnt/c_spine5_jnt/r_wshold_jnt/r_warm1_jnt/r_warm2_jnt/r_warm3_jnt/r_whand_jnt/r_wfingerA1_jnt/r_wfingerB1_jnt/r_wfingerC1_jnt/r_wfingerD1_jnt/r_wfingerE1_jnt/r_wfingerE2_jnt/r_wfingerE3_jnt
38DF135F	c_trans/c_hip_jnt/c_spine1_jnt/c_spine2_jnt/c_spine3_jnt/c_spine4_jnt/c_spine5_jnt/r_wshold_jnt/r_warm1_jnt/r_warm2_jnt/r_warm3_jnt/r_whand_jnt/r_wfingerA1_jnt/r_wfingerB1_jnt/r_wfingerC1_jnt/r_wfingerD1_jnt/r_wfingerE1_jnt/r_wfingerE2_jnt/r_wfingerE3_jnt/r_wfingerE4_jnt
65DC153A	c_trans/c_hip_jnt/c_spine1_jnt/c_spine2_jnt/c_spine3_jnt/c_spine4_jnt/c_spine5_jnt/r_wshold_jnt/r_warm1_jnt/r_warm2_jnt/r_warm3_jnt/r_whand_jnt/r_wfingerA1_jnt/r_wfingerB1_jnt/r_wfingerC1_jnt/r_wfingerD1_jnt/r_wfingerE1_jnt/r_wfingerE2_jnt/r_wfingerE3_jnt/r_wfingerE4_jnt/r_wfingerE5_jnt
B6B30519	c_trans/c_hip_jnt/c_spine1_jnt/c_spine2_jnt/c_spine3_jnt/c_spine4_jnt/c_spine5_jnt/r_wshold_jnt/r_warm1_jnt/r_warm2_jnt/r_welbowA1_jnt
941A06B9	c_trans/c_hip_jnt/c_spine1_jnt/c_spine2_jnt/c_spine3_jnt/c_spine4_jnt/c_spine5_jnt/r_wshold_jnt/r_warm1_jnt/r_warm2_jnt/r_welbowA1_jnt/r_welbowA2_jnt
302777B7	c_trans/c_hip_jnt/c_spine1_jnt/c_spine2_jnt/c_spine3_jnt/c_spine4_jnt/c_spine5_jnt/r_wshold_jnt/r_warm1_jnt/r_warm2_jnt/r_welbowB1_jnt
6990F6F4	c_trans/c_hip_jnt/c_spine1_jnt/c_spine2_jnt/c_spine3_jnt/c_spine4_jnt/c_spine5_jnt/r_wshold_jnt/r_warm1_jnt/r_warm2_jnt/r_welbowB1_jnt/r_welbowB2_jnt
FB7BA412	c_trans/c_hip_jnt/c_spine1_jnt/c_spine2_jnt/c_spine3_jnt/c_spine4_jnt/c_spine5_jnt/r_wshold_jnt/r_warm1_jnt/r_warm2_jnt/r_welbowC1_jnt
3D16A6CF	c_trans/c_hip_jnt/c_spine1_jnt/c_spine2_jnt/c_spine3_jnt/c_spine4_jnt/c_spine5_jnt/r_wshold_jnt/r_warm1_jnt/r_warm2_jnt/r_welbowC1_jnt/r_welbowC2_jnt
E67E94AA	c_trans/c_hip_jnt/c_spine1_jnt/c_spine2_jnt/c_spine3_jnt/c_spine4_jnt/c_spine5_jnt/r_wshold_jnt/r_warm1_jnt/r_warm2_jnt/r_welbowD1_jnt
49F4102F	c_trans/c_hip_jnt/c_spine1_jnt/c_spine2_jnt/c_spine3_jnt/c_spine4_jnt/c_spine5_jnt/r_wshold_jnt/r_warm1_jnt/r_warm2_jnt/r_welbowD1_jnt/r_welbowD2_jnt
0DFC30B8	c_trans/c_hip_jnt/c_spine1_jnt/c_spine2_jnt/c_spine3_jnt/c_spine4_jnt/c_spine5_jnt/r_wshold_jnt/r_warm1_jnt/r_wing_loc
869D92E9	c_trans/c_hip_jnt/c_spine1_jnt/c_spine2_jnt/c_spine3_jnt/c_spine4_jnt/l_shold_jnt
1ADE02FD	c_trans/c_hip_jnt/c_spine1_jnt/c_spine2_jnt/c_spine3_jnt/c_spine4_jnt/l_shold_jnt/l_arm1_jnt
1DCAD9F1	c_trans/c_hip_jnt/c_spine1_jnt/c_spine2_jnt/c_spine3_jnt/c_spine4_jnt/l_shold_jnt/l_arm1_jnt/l_arm2_jnt
76A80C5C	c_trans/c_hip_jnt/c_spine1_jnt/c_spine2_jnt/c_spine3_jnt/c_spine4_jnt/l_shold_jnt/l_arm1_jnt/l_arm2_jnt/l_arm3_jnt
3AEE7B13	c_trans/c_hip_jnt/c_spine1_jnt/c_spine2_jnt/c_spine3_jnt/c_spine4_jnt/l_shold_jnt/l_arm1_jnt/l_arm2_jnt/l_arm3_jnt/l_fingerA1_jnt
449E14A1	c_trans/c_hip_jnt/c_spine1_jnt/c_spine2_jnt/c_spine3_jnt/c_spine4_jnt/l_shold_jnt/l_arm1_jnt/l_arm2_jnt/l_arm3_jnt/l_fingerA1_jnt/l_fingerA2_jnt
BC7A09BD	c_trans/c_hip_jnt/c_spine1_jnt/c_spine2_jnt/c_spine3_jnt/c_spine4_jnt/l_shold_jnt/l_arm1_jnt/l_arm2_jnt/l_arm3_jnt/l_fingerB1_jnt
B914E4EC	c_trans/c_hip_jnt/c_spine1_jnt/c_spine2_jnt/c_spine3_jnt/c_spine4_jnt/l_shold_jnt/l_arm1_jnt/l_arm2_jnt/l_arm3_jnt/l_fingerB1_jnt/l_fingerB2_jnt
7726DA18	c_trans/c_hip_jnt/c_spine1_jnt/c_spine2_jnt/c_spine3_jnt/c_spine4_jnt/l_shold_jnt/l_arm1_jnt/l_arm2_jnt/l_arm3_jnt/l_fingerC1_jnt
ED92B4D7	c_trans/c_hip_jnt/c_spine1_jnt/c_spine2_jnt/c_spine3_jnt/c_spine4_jnt/l_shold_jnt/l_arm1_jnt/l_arm2_jnt/l_arm3_jnt/l_fingerC1_jnt/l_fingerC2_jnt
DBA420ED	c_trans/c_hip_jnt/c_spine1_jnt/c_spine2_jnt/c_spine3_jnt/c_spine4_jnt/l_shold_jnt/l_arm1_jnt/l_arm2_jnt/l_arm3_jnt/l_fingerC1_jnt/l_limbF_loc
6A23EAA0	c_trans/c_hip_jnt/c_spine1_jnt/c_spine2_jnt/c_spine3_jnt/c_spine4_jnt/l_shold_jnt/l_arm1_jnt/l_arm2_jnt/l_arm3_jnt/l_fingerD1_jnt
99700237	c_trans/c_hip_jnt/c_spine1_jnt/c_spine2_jnt/c_spine3_jnt/c_spine4_jnt/l_shold_jnt/l_arm1_jnt/l_arm2_jnt/l_arm3_jnt/l_fingerD1_jnt/l_fingerD2_jnt
A17F3905	c_trans/c_hip_jnt/c_spine1_jnt/c_spine2_jnt/c_spine3_jnt/c_spine4_jnt/l_shold_jnt/l_arm1_jnt/l_arm2_jnt/l_arm3_jnt/l_fingerE1_jnt
CDF6520C	c_trans/c_hip_jnt/c_spine1_jnt/c_spine2_jnt/c_spine3_jnt/c_spine4_jnt/l_shold_jnt/l_arm1_jnt/l_arm2_jnt/l_arm3_jnt/l_fingerE1_jnt/l_fingerE2_jnt
7A1D7D24	c_trans/c_hip_jnt/c_spine1_jnt/c_spine2_jnt/c_spine3_jnt/c_spine4_jnt/r_shold_jnt
41FC8567	c_trans/c_hip_jnt/c_spine1_jnt/c_spine2_jnt/c_spine3_jnt/c_spine4_jnt/r_shold_jnt/r_arm1_jnt
BF8796B7	c_trans/c_hip_jnt/c_spine1_jnt/c_spine2_jnt/c_spine3_jnt/c_spine4_jnt/r_shold_jnt/r_arm1_jnt/r_arm2_jnt
D9363627	c_trans/c_hip_jnt/c_spine1_jnt/c_spine2_jnt/c_spine3_jnt/c_spine4_jnt/r_shold_jnt/r_arm1_jnt/r_arm2_jnt/r_arm3_jnt
D2675496	c_trans/c_hip_jnt/c_spine1_jnt/c_spine2_jnt/c_spine3_jnt/c_spine4_jnt/r_shold_jnt/r_arm1_jnt/r_arm2_jnt/r_arm3_jnt/r_fingerA1_jnt
6621A5BA	c_trans/c_hip_jnt/c_spine1_jnt/c_spine2_jnt/c_spine3_jnt/c_spine4_jnt/r_shold_jnt/r_arm1_jnt/r_arm2_jnt/r_arm3_jnt/r_fingerA1_jnt/r_fingerA2_jnt
54F32638	c_trans/c_hip_jnt/c_spine1_jnt/c_spine2_jnt/c_spine3_jnt/c_spine4_jnt/r_shold_jnt/r_arm1_jnt/r_arm2_jnt/r_arm3_jnt/r_fingerB1_jnt
9BAB55F7	c_trans/c_hip_jnt/c_spine1_jnt/c_spine2_jnt/c_spine3_jnt/c_spine4_jnt/r_shold_jnt/r_arm1_jnt/r_arm2_jnt/r_arm3_jnt/r_fingerB1_jnt/r_fingerB2_jnt
9FAFF59D	c_trans/c_hip_jnt/c_spine1_jnt/c_spine2_jnt/c_spine3_jnt/c_spine4_jnt/r_shold_jnt/r_arm1_jnt/r_arm2_jnt/r_arm3_jnt/r_fingerC1_jnt
CF2D05CC	c_trans/c_hip_jnt/c_spine1_jnt/c_spine2_jnt/c_spine3_jnt/c_spine4_jnt/r_shold_jnt/r_arm1_jnt/r_arm2_jnt/r_arm3_jnt/r_fingerC1_jnt/r_fingerC2_jnt
51DAADF9	c_trans/c_hip_jnt/c_spine1_jnt/c_spine2_jnt/c_spine3_jnt/c_spine4_jnt/r_shold_jnt/r_arm1_jnt/r_arm2_jnt/r_arm3_jnt/r_fingerC1_jnt/r_limbF_loc
82AAC525	c_trans/c_hip_jnt/c_spine1_jnt/c_spine2_jnt/c_spine3_jnt/c_spine4_jnt/r_shold_jnt/r_arm1_jnt/r_arm2_jnt/r_arm3_jnt/r_fingerD1_jnt
BBCFB32C	c_trans/c_hip_jnt/c_spine1_jnt/c_spine2_jnt/c_spine3_jnt/c_spine4_jnt/r_shold_jnt/r_arm1_jnt/r_arm2_jnt/r_arm3_jnt/r_fingerD1_jnt/r_fingerD2_jnt
49F61680	c_trans/c_hip_jnt/c_spine1_jnt/c_spine2_jnt/c_spine3_jnt/c_spine4_jnt/r_shold_jnt/r_arm1_jnt/r_arm2_jnt/r_arm3_jnt/r_fingerE1_jnt
EF49E317	c_trans/c_hip_jnt/c_spine1_jnt/c_spine2_jnt/c_spine3_jnt/c_spine4_jnt/r_shold_jnt/r_arm1_jnt/r_arm2_jnt/r_arm3_jnt/r_fingerE1_jnt/r_fingerE2_jnt
1AD06228	c_trans/c_hip_jnt/c_spine1_jnt/c_spine2_jnt/c_spine3_jnt/l_cla_jnt
3D47383A	c_trans/c_hip_jnt/c_spine1_jnt/c_spine2_jnt/c_spine3_jnt/l_cla_jnt/l_arm1_jnt
7F0C6DD9	c_trans/c_hip_jnt/c_spine1_jnt/c_spine2_jnt/c_spine3_jnt/l_cla_jnt/l_arm1_jnt/l_arm2_jnt
94F99489	c_trans/c_hip_jnt/c_spine1_jnt/c_spine2_jnt/c_spine3_jnt/l_cla_jnt/l_arm1_jnt/l_arm2_jnt/l_arm3_jnt
647F62EB	c_trans/c_hip_jnt/c_spine1_jnt/c_spine2_jnt/c_spine3_jnt/l_cla_jnt/l_arm1_jnt/l_arm2_jnt/l_arm3_jnt/l_finger11_jnt
1CBBEF86	c_trans/c_hip_jnt/c_spine1_jnt/c_spine2_jnt/c_spine3_jnt/l_cla_jnt/l_arm1_jnt/l_arm2_jnt/l_arm3_jnt/l_finger11_jnt/l_finger12_jnt
E2EB1045	c_trans/c_hip_jnt/c_spine1_jnt/c_spine2_jnt/c_spine3_jnt/l_cla_jnt/l_arm1_jnt/l_arm2_jnt/l_arm3_jnt/l_finger21_jnt
E1311FCB	c_trans/c_hip_jnt/c_spine1_jnt/c_spine2_jnt/c_spine3_jnt/l_cla_jnt/l_arm1_jnt/l_arm2_jnt/l_arm3_jnt/l_finger21_jnt/l_finger22_jnt
CD10CCF3	c_trans/c_hip_jnt/c_spine1_jnt/c_spine2_jnt/c_spine3_jnt/l_cla_jnt/l_arm1_jnt/l_arm2_jnt/l_arm3_jnt/l_finger21_jnt/l_finger22_jnt/l_finger23_jnt
29B7C3E0	c_trans/c_hip_jnt/c_spine1_jnt/c_spine2_jnt/c_spine3_jnt/l_cla_jnt/l_arm1_jnt/l_arm2_jnt/l_arm3_jnt/l_finger31_jnt
B5B74FF0	c_trans/c_hip_jnt/c_spine1_jnt/c_spine2_jnt/c_spine3_jnt/l_cla_jnt/l_arm1_jnt/l_arm2_jnt/l_arm3_jnt/l_finger31_jnt/l_finger32_jnt
0CE6485D	c_trans/c_hip_jnt/c_spine1_jnt/c_spine2_jnt/c_spine3_jnt/l_cla_jnt/l_arm1_jnt/l_arm2_jnt/l_arm3_jnt/l_finger31_jnt/l_finger32_jnt/l_finger33_jnt
D8673B7A	c_trans/c_hip_jnt/c_spine1_jnt/c_spine2_jnt/c_spine3_jnt/l_cla_jnt/l_arm1_jnt/l_arm2_jnt/l_arm3_jnt/l_finger31_jnt/l_limbF_loc
34B2F358	c_trans/c_hip_jnt/c_spine1_jnt/c_spine2_jnt/c_spine3_jnt/l_cla_jnt/l_arm1_jnt/l_arm2_jnt/l_arm3_jnt/l_finger41_jnt
C155F910	c_trans/c_hip_jnt/c_spine1_jnt/c_spine2_jnt/c_spine3_jnt/l_cla_jnt/l_arm1_jnt/l_arm2_jnt/l_arm3_jnt/l_finger41_jnt/l_finger42_jnt
24B4DDD4	c_trans/c_hip_jnt/c_spine1_jnt/c_spine2_jnt/c_spine3_jnt/l_cla_jnt/l_arm1_jnt/l_arm2_jnt/l_arm3_jnt/l_finger41_jnt/l_finger42_jnt/l_finger43_jnt
A56F52A9	c_trans/c_hip_jnt/c_spine1_jnt/c_spine2_jnt/c_spine3_jnt/l_wing1_jnt
7C347DD0	c_trans/c_hip_jnt/c_spine1_jnt/c_spine2_jnt/c_spine3_jnt/l_wing1_jnt/l_wing2_jnt
14831EC9	c_trans/c_hip_jnt/c_spine1_jnt/c_spine2_jnt/c_spine3_jnt/l_wing1_jnt/l_wing2_jnt/l_wing3_jnt
C2F4D71B	c_trans/c_hip_jnt/c_spine1_jnt/c_spine2_jnt/c_spine3_jnt/l_wing1_jnt/l_wing2_jnt/l_wing3_jnt/l_mngwng_jnt
2A6D3D3E	c_trans/c_hip_jnt/c_spine1_jnt/c_spine2_jnt/c_spine3_jnt/l_wing1_jnt/l_wing2_jnt/l_wing3_jnt/l_mngwng_jnt/l_sprwng_jnt
A8F16C9B	c_trans/c_hip_jnt/c_spine1_jnt/c_spine2_jnt/c_spine3_jnt/l_wing1_jnt/l_wing2_jnt/l_wing3_jnt/l_mngwng_jnt/l_sprwng_jnt/l_wng_jnt
75B55671	c_trans/c_hip_jnt/c_spine1_jnt/c_spine2_jnt/c_spine3_jnt/l_wing1_jnt/l_wing2_jnt/l_wing3_jnt/l_wing4_jnt
4A450D20	c_trans/c_hip_jnt/c_spine1_jnt/c_spine2_jnt/c_spine3_jnt/l_wing1_jnt/l_wing2r_jnt
0B5FEB73	c_trans/c_hip_jnt/c_spine1_jnt/c_spine2_jnt/c_spine3_jnt/l_wing1_jnt/l_wing_loc
7ED2FBCB	c_trans/c_hip_jnt/c_spine1_jnt/c_spine2_jnt/c_spine3_jnt/r_cla_jnt
FD1E6923	c_trans/c_hip_jnt/c_spine1_jnt/c_spine2_jnt/c_spine3_jnt/r_cla_jnt/r_arm1_jnt
61517BA0	c_trans/c_hip_jnt/c_spine1_jnt/c_spine2_jnt/c_spine3_jnt/r_cla_jnt/r_arm1_jnt/r_arm2_jnt
E86D3D33	c_trans/c_hip_jnt/c_spine1_jnt/c_spine2_jnt/c_spine3_jnt/r_cla_jnt/r_arm1_jnt/r_arm2_jnt/r_arm3_jnt
39AC6A2F	c_trans/c_hip_jnt/c_spine1_jnt/c_spine2_jnt/c_spine3_jnt/r_cla_jnt/r_arm1_jnt/r_arm2_jnt/r_arm3_jnt/r_finger11_jnt
3A3553B3	c_trans/c_hip_jnt/c_spine1_jnt/c_spine2_jnt/c_spine3_jnt/r_cla_jnt/r_arm1_jnt/r_arm2_jnt/r_arm3_jnt/r_finger11_jnt/r_finger12_jnt
BF381881	c_trans/c_hip_jnt/c_spine1_jnt/c_spine2_jnt/c_spine3_jnt/r_cla_jnt/r_arm1_jnt/r_arm2_jnt/r_arm3_jnt/r_finger21_jnt
C7BFA3FE	c_trans/c_hip_jnt/c_spine1_jnt/c_spine2_jnt/c_spine3_jnt/r_cla_jnt/r_arm1_jnt/r_arm2_jnt/r_arm3_jnt/r_finger21_jnt/r_finger22_jnt
30C9D781	c_trans/c_hip_jnt/c_spine1_jnt/c_spine2_jnt/c_spine3_jnt/r_cla_jnt/r_arm1_jnt/r_arm2_jnt/r_arm3_jnt/r_finger21_jnt/r_finger22_jnt/r_finger23_jnt
7464CB24	c_trans/c_hip_jnt/c_spine1_jnt/c_spine2_jnt/c_spine3_jnt/r_cla_jnt/r_arm1_jnt/r_arm2_jnt/r_arm3_jnt/r_finger31_jnt
9339F3C5	c_trans/c_hip_jnt/c_spine1_jnt/c_spine2_jnt/c_spine3_jnt/r_cla_jnt/r_arm1_jnt/r_arm2_jnt/r_arm3_jnt/r_finger31_jnt/r_finger32_jnt
F13F532F	c_trans/c_hip_jnt/c_spine1_jnt/c_spine2_jnt/c_spine3_jnt/r_cla_jnt/r_arm1_jnt/r_arm2_jnt/r_arm3_jnt/r_finger31_jnt/r_finger32_jnt/r_finger33_jnt
FABD44F6	c_trans/c_hip_jnt/c_spine1_jnt/c_spine2_jnt/c_spine3_jnt/r_cla_jnt/r_arm1_jnt/r_arm2_jnt/r_arm3_jnt/r_finger31_jnt/r_limbF_loc
6961FB9C	c_trans/c_hip_jnt/c_spine1_jnt/c_spine2_jnt/c_spine3_jnt/r_cla_jnt/r_arm1_jnt/r_arm2_jnt/r_arm3_jnt/r_finger41_jnt
E7DB4525	c_trans/c_hip_jnt/c_spine1_jnt/c_spine2_jnt/c_spine3_jnt/r_cla_jnt/r_arm1_jnt/r_arm2_jnt/r_arm3_jnt/r_finger41_jnt/r_finger42_jnt
D96DC6A6	c_trans/c_hip_jnt/c_spine1_jnt/c_spine2_jnt/c_spine3_jnt/r_cla_jnt/r_arm1_jnt/r_arm2_jnt/r_arm3_jnt/r_finger41_jnt/r_finger42_jnt/r_finger43_jnt
59EFBD64	c_trans/c_hip_jnt/c_spine1_jnt/c_spine2_jnt/c_spine3_jnt/r_wing1_jnt
6CB5250D	c_trans/c_hip_jnt/c_spine1_jnt/c_spine2_jnt/c_spine3_jnt/r_wing1_jnt/r_wing2_jnt
4D6AD929	c_trans/c_hip_jnt/c_spine1_jnt/c_spine2_jnt/c_spine3_jnt/r_wing1_jnt/r_wing2_jnt/r_wing3_jnt
B401178F	c_trans/c_hip_jnt/c_spine1_jnt/c_spine2_jnt/c_spine3_jnt/r_wing1_jnt/r_wing2_jnt/r_wing3_jnt/r_mngwng_jnt
48F70C66	c_trans/c_hip_jnt/c_spine1_jnt/c_spine2_jnt/c_spine3_jnt/r_wing1_jnt/r_wing2_jnt/r_wing3_jnt/r_mngwng_jnt/r_sprwng_jnt
FD1312A0	c_trans/c_hip_jnt/c_spine1_jnt/c_spine2_jnt/c_spine3_jnt/r_wing1_jnt/r_wing2_jnt/r_wing3_jnt/r_mngwng_jnt/r_sprwng_jnt/r_wng_jnt
5C345231	c_trans/c_hip_jnt/c_spine1_jnt/c_spine2_jnt/c_spine3_jnt/r_wing1_jnt/r_wing2_jnt/r_wing3_jnt/r_wing4_jnt
B2372211	c_trans/c_hip_jnt/c_spine1_jnt/c_spine2_jnt/c_spine3_jnt/r_wing1_jnt/r_wing2r_jnt
507D6CE9	c_trans/c_hip_jnt/c_spine1_jnt/c_spine2_jnt/c_spine3_jnt/r_wing1_jnt/r_wing_loc
DF8845C7	c_trans/c_hip_jnt/c_spine1_jnt/c_spine2_jnt/c_stomach_jnt
20991C09	c_trans/c_hip_jnt/c_spine1_jnt/c_spine2_jnt/l_bust_jnt
ADE06518	c_trans/c_hip_jnt/c_spine1_jnt/c_spine2_jnt/l_cla_jnt
05F37733	c_trans/c_hip_jnt/c_spine1_jnt/c_spine2_jnt/l_cla_jnt/l_arm1_jnt
15D4D1B5	c_trans/c_hip_jnt/c_spine1_jnt/c_spine2_jnt/l_cla_jnt/l_arm1_jnt/l_arm1vol_jnt
A7C5874F	c_trans/c_hip_jnt/c_spine1_jnt/c_spine2_jnt/l_cla_jnt/l_arm1_jnt/l_arm1vol_jnt/l_arm1for_jnt
1FE88FFD	c_trans/c_hip_jnt/c_spine1_jnt/c_spine2_jnt/l_cla_jnt/l_arm1_jnt/l_arm1vol_jnt/l_shldrArmr_jnt
2850D628	c_trans/c_hip_jnt/c_spine1_jnt/c_spine2_jnt/l_cla_jnt/l_arm1_jnt/l_arm2_jnt
3E33C288	c_trans/c_hip_jnt/c_spine1_jnt/c_spine2_jnt/l_cla_jnt/l_arm1_jnt/l_arm2_jnt/l_arm2vol_jnt
A51B9CA3	c_trans/c_hip_jnt/c_spine1_jnt/c_spine2_jnt/l_cla_jnt/l_arm1_jnt/l_arm2_jnt/l_arm2vol_jnt/l_arm2for_jnt
2DD7109C	c_trans/c_hip_jnt/c_spine1_jnt/c_spine2_jnt/l_cla_jnt/l_arm1_jnt/l_arm2_jnt/l_arm2vol_jnt/l_arm2for_jnt/l_accarm_jnt
A8373591	c_trans/c_hip_jnt/c_spine1_jnt/c_spine2_jnt/l_cla_jnt/l_arm1_jnt/l_arm2_jnt/l_arm2vol_jnt/l_arm2for_jnt/l_accarm_jnt/l_accarm_loc
61271456	c_trans/c_hip_jnt/c_spine1_jnt/c_spine2_jnt/l_cla_jnt/l_arm1_jnt/l_arm2_jnt/l_arm3_jnt
A10918F5	c_trans/c_hip_jnt/c_spine1_jnt/c_spine2_jnt/l_cla_jnt/l_arm1_jnt/l_arm2_jnt/l_arm3_jnt/l_arm4_jnt
2D10D7B4	c_trans/c_hip_jnt/c_spine1_jnt/c_spine2_jnt/l_cla_jnt/l_arm1_jnt/l_arm2_jnt/l_arm3_jnt/l_arm4_jnt/l_limbF_loc
3A5A0D01	c_trans/c_hip_jnt/c_spine1_jnt/c_spine2_jnt/l_cla_jnt/l_arm1_jnt/l_arm2_jnt/l_arm3_jnt/l_fin11_jnt
1312EF9F	c_trans/c_hip_jnt/c_spine1_jnt/c_spine2_jnt/l_cla_jnt/l_arm1_jnt/l_arm2_jnt/l_arm3_jnt/l_fin11_jnt/l_fin12_jnt
77FAFEE7	c_trans/c_hip_jnt/c_spine1_jnt/c_spine2_jnt/l_cla_jnt/l_arm1_jnt/l_arm2_jnt/l_arm3_jnt/l_fin11_jnt/l_fin12_jnt/l_fin13_jnt
BCCE7FAF	c_trans/c_hip_jnt/c_spine1_jnt/c_spine2_jnt/l_cla_jnt/l_arm1_jnt/l_arm2_jnt/l_arm3_jnt/l_fin21_jnt
7F004053	c_trans/c_hip_jnt/c_spine1_jnt/c_spine2_jnt/l_cla_jnt/l_arm1_jnt/l_arm2_jnt/l_arm3_jnt/l_fin21_jnt/l_fin22_jnt
5F497433	c_trans/c_hip_jnt/c_spine1_jnt/c_spine2_jnt/l_cla_jnt/l_arm1_jnt/l_arm2_jnt/l_arm3_jnt/l_fin21_jnt/l_fin22_jnt/l_fin23_jnt
7792AC0A	c_trans/c_hip_jnt/c_spine1_jnt/c_spine2_jnt/l_cla_jnt/l_arm1_jnt/l_arm2_jnt/l_arm3_jnt/l_fin31_jnt
5B0E2517	c_trans/c_hip_jnt/c_spine1_jnt/c_spine2_jnt/l_cla_jnt/l_arm1_jnt/l_arm2_jnt/l_arm3_jnt/l_fin31_jnt/l_fin32_jnt
4727F27F	c_trans/c_hip_jnt/c_spine1_jnt/c_spine2_jnt/l_cla_jnt/l_arm1_jnt/l_arm2_jnt/l_arm3_jnt/l_fin31_jnt/l_fin32_jnt/l_fin33_jnt
6A979CB2	c_trans/c_hip_jnt/c_spine1_jnt/c_spine2_jnt/l_cla_jnt/l_arm1_jnt/l_arm2_jnt/l_arm3_jnt/l_fin41_jnt
A7251FCB	c_trans/c_hip_jnt/c_spine1_jnt/c_spine2_jnt/l_cla_jnt/l_arm1_jnt/l_arm2_jnt/l_arm3_jnt/l_fin41_jnt/l_fin42_jnt
0E2E619B	c_trans/c_hip_jnt/c_spine1_jnt/c_spine2_jnt/l_cla_jnt/l_arm1_jnt/l_arm2_jnt/l_arm3_jnt/l_fin41_jnt/l_fin42_jnt/l_fin43_jnt
A1CB4F17	c_trans/c_hip_jnt/c_spine1_jnt/c_spine2_jnt/l_cla_jnt/l_arm1_jnt/l_arm2_jnt/l_arm3_jnt/l_fin51_jnt
832B7A8F	c_trans/c_hip_jnt/c_spine1_jnt/c_spine2_jnt/l_cla_jnt/l_arm1_jnt/l_arm2_jnt/l_arm3_jnt/l_fin51_jnt/l_fin52_jnt
1640E7D7	c_trans/c_hip_jnt/c_spine1_jnt/c_spine2_jnt/l_cla_jnt/l_arm1_jnt/l_arm2_jnt/l_arm3_jnt/l_fin51_jnt/l_fin52_jnt/l_fin53_jnt
5C73049A	c_trans/c_hip_jnt/c_spine1_jnt/c_spine2_jnt/l_cla_jnt/l_arm1_jnt/l_arm2_jnt/l_arm3_jnt/l_wpn1_loc
433DE9CA	c_trans/c_hip_jnt/c_spine1_jnt/c_spine2_jnt/l_cla_jnt/l_arm1_jnt/l_arm2_jnt/l_shld_loc
BC61471A	c_trans/c_hip_jnt/c_spine1_jnt/c_spine2_jnt/l_cla_jnt/l_mngmnt_jnt
2B893493	c_trans/c_hip_jnt/c_spine1_jnt/c_spine2_jnt/l_cla_jnt/l_mngmnt_jnt/l_sprmntA1_jnt
2E0F78BE	c_trans/c_hip_jnt/c_spine1_jnt/c_spine2_jnt/l_cla_jnt/l_mngmnt_jnt/l_sprmntA1_jnt/l_sprmntA2_jnt
94C4F69A	c_trans/c_hip_jnt/c_spine1_jnt/c_spine2_jnt/l_cla_jnt/l_mngmnt_jnt/l_sprmntA1_jnt/l_sprmntA2_jnt/l_sprmntA3_jnt
98E564A4	c_trans/c_hip_jnt/c_spine1_jnt/c_spine2_jnt/l_cla_jnt/l_mngmnt_jnt/l_sprmntA1_jnt/l_sprmntA2_jnt/l_sprmntA3_jnt/l_mntA4_jnt
243A27D7	c_trans/c_hip_jnt/c_spine1_jnt/c_spine2_jnt/l_cla_jnt/l_mngmnt_jnt/l_sprmntA1_jnt/l_sprmntA2_jnt/l_sprmntA3_piv
9EF1A9F3	c_trans/c_hip_jnt/c_spine1_jnt/c_spine2_jnt/l_cla_jnt/l_mngmnt_jnt/l_sprmntA1_jnt/l_sprmntA2_piv
AD1D463D	c_trans/c_hip_jnt/c_spine1_jnt/c_spine2_jnt/l_cla_jnt/l_mngmnt_jnt/l_sprmntB1_jnt
D38588F3	c_trans/c_hip_jnt/c_spine1_jnt/c_spine2_jnt/l_cla_jnt/l_mngmnt_jnt/l_sprmntB1_jnt/l_sprmntB2_jnt
0DAE7D29	c_trans/c_hip_jnt/c_spine1_jnt/c_spine2_jnt/l_cla_jnt/l_mngmnt_jnt/l_sprmntB1_jnt/l_sprmntB2_jnt/l_sprmntB3_jnt
E9324F19	c_trans/c_hip_jnt/c_spine1_jnt/c_spine2_jnt/l_cla_jnt/l_mngmnt_jnt/l_sprmntB1_jnt/l_sprmntB2_jnt/l_sprmntB3_jnt/l_mntB4_jnt
BD50AC64	c_trans/c_hip_jnt/c_spine1_jnt/c_spine2_jnt/l_cla_jnt/l_mngmnt_jnt/l_sprmntB1_jnt/l_sprmntB2_jnt/l_sprmntB3_piv
